player,tournament,date,season,n_rounds,sg_putt,sg_total
Ken Duke,Sanderson Farms Championship,2017-10-29,2018,2,-1.2,-2.9
Keith Mitchell,Sanderson Farms Championship,2017-10-29,2018,2,-1.38,-1.9
Kevin Streelman,Sanderson Farms Championship,2017-10-29,2018,4,-0.39,1.91
Lanto Griffin,Sanderson Farms Championship,2017-10-29,2018,2,0.33,-0.4
Matt Every,Sanderson Farms Championship,2017-10-29,2018,4,0.12,-0.09
Matt Jones,Sanderson Farms Championship,2017-10-29,2018,2,-1.1,-0.4
Martin Piller,Sanderson Farms Championship,2017-10-29,2018,4,0.98,0.41
Mark Wilson,Sanderson Farms Championship,2017-10-29,2018,2,-1.86,-1.9
Nate Lashley,Sanderson Farms Championship,2017-10-29,2018,2,-0.99,-1.4
Nicholas Lindheim,Sanderson Farms Championship,2017-10-29,2018,4,1.87,2.16
Nyasha Mauchaza,Sanderson Farms Championship,2017-10-29,2018,2,-0.4,-0.9
Omar Uresti,Sanderson Farms Championship,2017-10-29,2018,4,-1.41,-1.09
Patton Kizzire,Sanderson Farms Championship,2017-10-29,2018,4,1.54,1.91
Peter Malnati,Sanderson Farms Championship,2017-10-29,2018,4,-0.09,0.66
Parker McLachlin,Sanderson Farms Championship,2017-10-29,2018,2,-0.1,-3.4
Robert Allenby,Sanderson Farms Championship,2017-10-29,2018,2,0.17,-0.4
Ryan Armour,Sanderson Farms Championship,2017-10-29,2018,4,1.92,4.66
Ricky Barnes,Sanderson Farms Championship,2017-10-29,2018,4,1.48,1.91
Ryan Blaum,Sanderson Farms Championship,2017-10-29,2018,2,0.96,-0.9
Roberto Diaz,Sanderson Farms Championship,2017-10-29,2018,2,-0.25,-1.4
Robert Garrigus,Sanderson Farms Championship,2017-10-29,2018,2,-3.36,-4.4
Retief Goosen,Sanderson Farms Championship,2017-10-29,2018,2,-1.71,-0.9
Richard Johnson,Sanderson Farms Championship,2017-10-29,2018,2,-1.38,-1.4
Rob Oppenheim,Sanderson Farms Championship,2017-10-29,2018,4,-0.03,1.41
Richy Werenski,Sanderson Farms Championship,2017-10-29,2018,2,-1.06,-4.9
Stuart Appleby,Sanderson Farms Championship,2017-10-29,2018,4,-0.56,-0.34
Steven Bowditch,Sanderson Farms Championship,2017-10-29,2018,2,-0.62,-2.4
Sam Burns,Sanderson Farms Championship,2017-10-29,2018,4,0.35,0.41
Stephan Jaeger,Sanderson Farms Championship,2017-10-29,2018,4,0.52,0.16
Smylie Kaufman,Sanderson Farms Championship,2017-10-29,2018,4,1.16,2.41
Shaun Micheel,Sanderson Farms Championship,2017-10-29,2018,2,-1.3,-2.9
Seamus Power,Sanderson Farms Championship,2017-10-29,2018,4,0.1,1.41
Sam Ryder,Sanderson Farms Championship,2017-10-29,2018,2,-1.86,-0.9
Scott Stallings,Sanderson Farms Championship,2017-10-29,2018,4,-1.48,0.41
Shawn Stefani,Sanderson Farms Championship,2017-10-29,2018,4,0.83,1.91
Tyler Duncan,Sanderson Farms Championship,2017-10-29,2018,2,-0.39,-0.4
Tommy Gainey,Sanderson Farms Championship,2017-10-29,2018,2,-0.18,-0.9
Talor Gooch,Sanderson Farms Championship,2017-10-29,2018,4,0.24,0.91
Tim Herron,Sanderson Farms Championship,2017-10-29,2018,4,0.49,-0.09
Tom Hoge,Sanderson Farms Championship,2017-10-29,2018,2,-1.3,-2.4
Tom Lovelady,Sanderson Farms Championship,2017-10-29,2018,4,0.05,1.41
Troy Merritt,Sanderson Farms Championship,2017-10-29,2018,2,0.04,-2.4
Taylor Moore,Sanderson Farms Championship,2017-10-29,2018,4,-0.33,-0.09
Trey Mullinax,Sanderson Farms Championship,2017-10-29,2018,1,-1.64,-1.46
Tyrone Van Aswegen,Sanderson Farms Championship,2017-10-29,2018,4,-0.13,1.16
Vaughn Taylor,Sanderson Farms Championship,2017-10-29,2018,4,0.6,1.91
Wyndham Clark,Sanderson Farms Championship,2017-10-29,2018,4,1.92,1.66
William McGirt,Sanderson Farms Championship,2017-10-29,2018,4,0.76,1.16
Zac Blair,Sanderson Farms Championship,2017-10-29,2018,4,0.38,1.41
Abraham Ancer,Safeway Open,2017-10-08,2018,4,0.18,0.87
Aaron Baddeley,Safeway Open,2017-10-08,2018,2,-2.29,-0.5
Alex Cejka,Safeway Open,2017-10-08,2018,2,0.12,-3
Andrew Landry,Safeway Open,2017-10-08,2018,4,1.78,2.37
Andrew Loupe,Safeway Open,2017-10-08,2018,2,0.14,-2
Andrew Putnam,Safeway Open,2017-10-08,2018,4,0.75,1.12
Adam Schenk,Safeway Open,2017-10-08,2018,2,-0.41,-1
Aaron Wise,Safeway Open,2017-10-08,2018,2,0.71,-1.5
Bronson Burgoon,Safeway Open,2017-10-08,2018,4,0.78,1.62
Bud Cauley,Safeway Open,2017-10-08,2018,4,0.8,2.37
Ben Crane,Safeway Open,2017-10-08,2018,2,0.75,-0.5
Brian Davis,Safeway Open,2017-10-08,2018,4,0.49,0.62
Brendon De Jonge,Safeway Open,2017-10-08,2018,2,0.17,-2.5
Bryson DeChambeau,Safeway Open,2017-10-08,2018,4,-0.24,1.62
Brice Garnett,Safeway Open,2017-10-08,2018,4,0.35,1.62
Brian Gay,Safeway Open,2017-10-08,2018,2,0.87,-2
Bill Haas,Safeway Open,2017-10-08,2018,4,0.32,1.62
Brandon Harkins,Safeway Open,2017-10-08,2018,4,1.47,2.12
Beau Hossler,Safeway Open,2017-10-08,2018,4,0.69,-2.38
Ben Martin,Safeway Open,2017-10-08,2018,4,1.03,1.62
Benjamin Silverman,Safeway Open,2017-10-08,2018,4,0.21,0.62
Brendan Steele,Safeway Open,2017-10-08,2018,4,0.56,3.62
Brett Stegmaier,Safeway Open,2017-10-08,2018,4,0.45,0.62
Brian Stuard,Safeway Open,2017-10-08,2018,4,-1,-0.38
Chad Campbell,Safeway Open,2017-10-08,2018,4,-0.97,-0.88
Cameron Champ,Safeway Open,2017-10-08,2018,2,-1.97,-1.5
Corey Conners,Safeway Open,2017-10-08,2018,4,-0.23,1.12
Cody Gribble,Safeway Open,2017-10-08,2018,4,0.97,-0.13
Chesson Hadley,Safeway Open,2017-10-08,2018,4,1.14,2.87
Chris Kirk,Safeway Open,2017-10-08,2018,4,-0.27,1.12
Colt Knost,Safeway Open,2017-10-08,2018,2,-0.76,-4.5
Carl Pettersson,Safeway Open,2017-10-08,2018,2,0.39,-3.5
Chez Reavie,Safeway Open,2017-10-08,2018,4,0.47,1.87
Chris Stroud,Safeway Open,2017-10-08,2018,2,1.06,-2.5
Cameron Tringale,Safeway Open,2017-10-08,2018,4,0.64,0.62
Camilo Villegas,Safeway Open,2017-10-08,2018,4,-0.81,-1.63
Derek Fathauer,Safeway Open,2017-10-08,2018,2,-0.06,-4.5
David Hearn,Safeway Open,2017-10-08,2018,4,-0.98,0.12
Denny McCarthy,Safeway Open,2017-10-08,2018,2,0.62,-2
D.A. Points,Safeway Open,2017-10-08,2018,2,0.28,-0.5
Daniel Summerhays,Safeway Open,2017-10-08,2018,2,0.61,-1
Eric Axley,Safeway Open,2017-10-08,2018,2,-1.75,-2
Emiliano Grillo,Safeway Open,2017-10-08,2018,4,1.25,1.37
Fabian Gomez,Safeway Open,2017-10-08,2018,4,0.91,0.62
Greg Chalmers,Safeway Open,2017-10-08,2018,2,0.02,-0.5
Graham DeLaet,Safeway Open,2017-10-08,2018,4,0.37,2.62
Grayson Murray,Safeway Open,2017-10-08,2018,4,0.43,2.12
Harris English,Safeway Open,2017-10-08,2018,2,0.29,-0.5
Hunter Mahan,Safeway Open,2017-10-08,2018,4,0.97,1.87
Harold Varner III,Safeway Open,2017-10-08,2018,4,0.2,-0.13
Jonas Blixt,Safeway Open,2017-10-08,2018,4,0,0.12
Joel Dahmen,Safeway Open,2017-10-08,2018,2,-0.44,-1.5
John Daly,Safeway Open,2017-10-08,2018,4,-0.4,-1.38
John Huh,Safeway Open,2017-10-08,2018,2,0.27,-1.5
Jason Kokrak,Safeway Open,2017-10-08,2018,4,0.58,1.62
Jamie Lovemark,Safeway Open,2017-10-08,2018,4,0.64,0.62
Ted Potter Jr.,Safeway Open,2017-10-08,2018,4,0.28,1.37
Jonathan Randolph,Safeway Open,2017-10-08,2018,2,1.23,-1
John Rollins,Safeway Open,2017-10-08,2018,2,-1.35,-4
J.J. Spaun,Safeway Open,2017-10-08,2018,2,-2.58,-0.5
Johnson Wagner,Safeway Open,2017-10-08,2018,2,-0.84,-1
Keegan Bradley,Safeway Open,2017-10-08,2018,2,-2.49,-0.5
K.J. Choi,Safeway Open,2017-10-08,2018,2,-0.1,-0.5
Ken Duke,Safeway Open,2017-10-08,2018,2,0.19,-1.5
Kurt Kitayama,Safeway Open,2017-10-08,2018,2,0.14,-0.5
Kelly Kraft,Safeway Open,2017-10-08,2018,4,-0.87,-1.13
Keith Mitchell,Safeway Open,2017-10-08,2018,2,-0.35,-4.5
Kevin Na,Safeway Open,2017-10-08,2018,4,-0.38,0.87
Kevin Streelman,Safeway Open,2017-10-08,2018,4,0.67,1.87
Kevin Tway,Safeway Open,2017-10-08,2018,4,-1.07,0.37
Lucas Glover,Safeway Open,2017-10-08,2018,4,-0.56,1.12
Lanto Griffin,Safeway Open,2017-10-08,2018,2,-1.34,-0.5
Luke List,Safeway Open,2017-10-08,2018,4,-0.16,0.87
Matt Every,Safeway Open,2017-10-08,2018,2,0.77,-2
Martin Flores,Safeway Open,2017-10-08,2018,4,0.47,-0.63
Mackenzie Hughes,Safeway Open,2017-10-08,2018,2,-1.53,-2.5
Matt Jones,Safeway Open,2017-10-08,2018,4,-0.75,0.62
Michael Kim,Safeway Open,2017-10-08,2018,2,1.13,-1
Martin Laird,Safeway Open,2017-10-08,2018,4,0.23,1.62
Maverick McNealy,Safeway Open,2017-10-08,2018,4,-0.14,0.37
Martin Piller,Safeway Open,2017-10-08,2018,4,-1.09,-1.13
Nate Lashley,Safeway Open,2017-10-08,2018,2,-1.75,-0.5
Nicholas Lindheim,Safeway Open,2017-10-08,2018,2,1.26,-5.5
Nick Taylor,Safeway Open,2017-10-08,2018,4,0.99,2.12
Ollie Schniederjans,Safeway Open,2017-10-08,2018,4,0.15,1.62
Patton Kizzire,Safeway Open,2017-10-08,2018,2,-1.07,-1
Peter Malnati,Safeway Open,2017-10-08,2018,4,1.54,1.12
Phil Mickelson,Safeway Open,2017-10-08,2018,4,0.79,2.87
Patrick Rodgers,Safeway Open,2017-10-08,2018,4,0.84,0.62
Peter Uihlein,Safeway Open,2017-10-08,2018,2,-2.19,-2.5
Ryan Armour,Safeway Open,2017-10-08,2018,2,-0.8,-0.5
Ricky Barnes,Safeway Open,2017-10-08,2018,2,-1.85,-4.5
Ryan Blaum,Safeway Open,2017-10-08,2018,2,-2.63,-0.5
Roberto Diaz,Safeway Open,2017-10-08,2018,1,-1.43,-8.04
Robert Garrigus,Safeway Open,2017-10-08,2018,4,-1.23,-0.63
Ryan Moore,Safeway Open,2017-10-08,2018,4,0.62,1.62
Rob Oppenheim,Safeway Open,2017-10-08,2018,2,-2.98,-3
Rory Sabbatini,Safeway Open,2017-10-08,2018,2,-0.3,-0.5
Richy Werenski,Safeway Open,2017-10-08,2018,4,0.44,0.87
Sang-Moon Bae,Safeway Open,2017-10-08,2018,2,-1.68,-2.5
Scott Brown,Safeway Open,2017-10-08,2018,4,-0.93,-0.38
Stephan Jaeger,Safeway Open,2017-10-08,2018,4,-0.51,1.12
Sung Kang,Safeway Open,2017-10-08,2018,4,0.03,-0.38
Smylie Kaufman,Safeway Open,2017-10-08,2018,4,-1.16,-2.63
Scott Piercy,Safeway Open,2017-10-08,2018,4,1.47,1.62
Seamus Power,Safeway Open,2017-10-08,2018,2,-1.03,-1
Sam Ryder,Safeway Open,2017-10-08,2018,2,-2.81,-1
Sam Saunders,Safeway Open,2017-10-08,2018,2,-0.59,-0.5
Scott Stallings,Safeway Open,2017-10-08,2018,2,0.46,-0.5
Shawn Stefani,Safeway Open,2017-10-08,2018,4,0,-0.63
Tyler Duncan,Safeway Open,2017-10-08,2018,4,1.29,2.62
Tony Finau,Safeway Open,2017-10-08,2018,4,0.85,3.12
Talor Gooch,Safeway Open,2017-10-08,2018,4,1.41,0.12
Tom Hoge,Safeway Open,2017-10-08,2018,4,0.5,0.87
Tom Lovelady,Safeway Open,2017-10-08,2018,4,0.58,0.62
Troy Merritt,Safeway Open,2017-10-08,2018,4,-0.56,-1.13
Trey Mullinax,Safeway Open,2017-10-08,2018,2,-2.2,-3
Tyrone Van Aswegen,Safeway Open,2017-10-08,2018,4,-0.42,2.12
Vaughn Taylor,Safeway Open,2017-10-08,2018,2,0.39,-0.5
Whee Kim,Safeway Open,2017-10-08,2018,4,-0.37,0.12
Webb Simpson,Safeway Open,2017-10-08,2018,4,0.46,1.62
Xinjun Zhang,Safeway Open,2017-10-08,2018,4,0.01,0.87
Zac Blair,Safeway Open,2017-10-08,2018,4,-0.65,1.12
Zecheng Dou,Safeway Open,2017-10-08,2018,2,-0.06,-1.5
Zach Johnson,Safeway Open,2017-10-08,2018,4,1.04,1.87
Adam Hadwin,Tour Championship,2017-09-24,2017,4,1.53,-0.87
Brian Harman,Tour Championship,2017-09-24,2017,4,0.47,-1.37
Brooks Koepka,Tour Championship,2017-09-24,2017,4,1.6,1.38
Charley Hoffman,Tour Championship,2017-09-24,2017,4,-1.33,-2.87
Daniel Berger,Tour Championship,2017-09-24,2017,4,-0.09,0.38
Dustin Johnson,Tour Championship,2017-09-24,2017,4,-1.09,-0.12
Gary Woodland,Tour Championship,2017-09-24,2017,4,-0.35,-0.37
Hideki Matsuyama,Tour Championship,2017-09-24,2017,4,-2.46,-2.12
Jason Day,Tour Championship,2017-09-24,2017,4,0.15,-0.12
Jason Dufner,Tour Championship,2017-09-24,2017,4,-0.62,-0.62
Jon Rahm,Tour Championship,2017-09-24,2017,4,-1.15,1.13
Justin Rose,Tour Championship,2017-09-24,2017,4,-0.83,0.88
Jordan Spieth,Tour Championship,2017-09-24,2017,4,-0.54,1.13
Justin Thomas,Tour Championship,2017-09-24,2017,4,0.33,2.13
Jhonattan Vegas,Tour Championship,2017-09-24,2017,4,-0.87,-3.12
Kevin Chappell,Tour Championship,2017-09-24,2017,4,0.02,-2.87
Kevin Kisner,Tour Championship,2017-09-24,2017,4,0.84,1.88
Kyle Stanley,Tour Championship,2017-09-24,2017,4,-1.16,-0.62
Matt Kuchar,Tour Championship,2017-09-24,2017,4,1.05,0.88
Marc Leishman,Tour Championship,2017-09-24,2017,4,0,-1.37
Patrick Cantlay,Tour Championship,2017-09-24,2017,4,-1.56,-0.62
Paul Casey,Tour Championship,2017-09-24,2017,4,1.65,1.63
Pat Perez,Tour Championship,2017-09-24,2017,4,1.67,0.13
Patrick Reed,Tour Championship,2017-09-24,2017,4,0.55,0.63
Rickie Fowler,Tour Championship,2017-09-24,2017,4,0.36,-2.12
Russell Henley,Tour Championship,2017-09-24,2017,4,1.48,1.88
Sergio Garcia,Tour Championship,2017-09-24,2017,4,-0.36,0.88
Tony Finau,Tour Championship,2017-09-24,2017,4,0.55,1.13
Webb Simpson,Tour Championship,2017-09-24,2017,4,-0.11,0.63
Xander Schauffele,Tour Championship,2017-09-24,2017,4,0.27,2.38
Adam Hadwin,Dell Technologies Championship,2017-09-04,2017,4,0.75,1.75
Anirban Lahiri,Dell Technologies Championship,2017-09-04,2017,4,-0.15,-0.75
Adam Scott,Dell Technologies Championship,2017-09-04,2017,2,-1.11,-1.97
Bud Cauley,Dell Technologies Championship,2017-09-04,2017,4,0.45,-0.25
Bryson DeChambeau,Dell Technologies Championship,2017-09-04,2017,4,1.17,0.5
Branden Grace,Dell Technologies Championship,2017-09-04,2017,4,-1.38,0.75
Bill Haas,Dell Technologies Championship,2017-09-04,2017,4,1.05,2.25
Brian Harman,Dell Technologies Championship,2017-09-04,2017,4,-0.03,-1.25
Billy Horschel,Dell Technologies Championship,2017-09-04,2017,2,0.2,-1.97
Brooks Koepka,Dell Technologies Championship,2017-09-04,2017,4,0.96,1.5
Brendan Steele,Dell Technologies Championship,2017-09-04,2017,4,0.31,-0.75
Bubba Watson,Dell Technologies Championship,2017-09-04,2017,4,-1.37,-1.5
Chad Campbell,Dell Technologies Championship,2017-09-04,2017,2,-0.34,-1.97
Cody Gribble,Dell Technologies Championship,2017-09-04,2017,4,1.19,0.5
Charley Hoffman,Dell Technologies Championship,2017-09-04,2017,4,-0.35,-0.25
Charles Howell III,Dell Technologies Championship,2017-09-04,2017,2,-0.08,-3.47
Chris Kirk,Dell Technologies Championship,2017-09-04,2017,4,-0.06,-0.25
C.T. Pan,Dell Technologies Championship,2017-09-04,2017,4,-0.19,-0.25
Chez Reavie,Dell Technologies Championship,2017-09-04,2017,4,1.24,-1
Charl Schwartzel,Dell Technologies Championship,2017-09-04,2017,4,-0.29,0.75
Cameron Smith,Dell Technologies Championship,2017-09-04,2017,2,-0.25,-3.47
Chris Stroud,Dell Technologies Championship,2017-09-04,2017,2,-0.88,-1.97
Camilo Villegas,Dell Technologies Championship,2017-09-04,2017,2,-0.25,-1.97
Daniel Berger,Dell Technologies Championship,2017-09-04,2017,4,-1.63,-1
Dustin Johnson,Dell Technologies Championship,2017-09-04,2017,4,-0.4,1.5
Danny Lee,Dell Technologies Championship,2017-09-04,2017,2,-2.2,-3.47
David Lingmerth,Dell Technologies Championship,2017-09-04,2017,2,-2.56,-2.47
Emiliano Grillo,Dell Technologies Championship,2017-09-04,2017,4,0.6,1.25
Francesco Molinari,Dell Technologies Championship,2017-09-04,2017,4,-0.15,-1
Graham DeLaet,Dell Technologies Championship,2017-09-04,2017,4,-0.82,-2
Grayson Murray,Dell Technologies Championship,2017-09-04,2017,4,0.17,0.75
Gary Woodland,Dell Technologies Championship,2017-09-04,2017,4,0,1.5
Hideki Matsuyama,Dell Technologies Championship,2017-09-04,2017,4,-0.5,1
Hudson Swafford,Dell Technologies Championship,2017-09-04,2017,4,-0.07,1.75
Harold Varner III,Dell Technologies Championship,2017-09-04,2017,4,-0.07,-0.25
Ian Poulter,Dell Technologies Championship,2017-09-04,2017,4,0.31,1
Jonas Blixt,Dell Technologies Championship,2017-09-04,2017,4,0.39,0
Jason Day,Dell Technologies Championship,2017-09-04,2017,4,-0.04,0.75
Jason Dufner,Dell Technologies Championship,2017-09-04,2017,4,-0.48,-1.5
James Hahn,Dell Technologies Championship,2017-09-04,2017,4,0.36,-2
Jim Herman,Dell Technologies Championship,2017-09-04,2017,4,-1.52,-1.5
Jason Kokrak,Dell Technologies Championship,2017-09-04,2017,4,0.07,-0.5
Jamie Lovemark,Dell Technologies Championship,2017-09-04,2017,4,-0.13,0
Jon Rahm,Dell Technologies Championship,2017-09-04,2017,4,2.38,2.75
Justin Rose,Dell Technologies Championship,2017-09-04,2017,4,0.54,2.25
J.J. Spaun,Dell Technologies Championship,2017-09-04,2017,4,-1.83,-2
Jordan Spieth,Dell Technologies Championship,2017-09-04,2017,4,0.8,3.25
Justin Thomas,Dell Technologies Championship,2017-09-04,2017,4,1.12,4
Jhonattan Vegas,Dell Technologies Championship,2017-09-04,2017,4,-0.99,-1.25
Keegan Bradley,Dell Technologies Championship,2017-09-04,2017,4,-0.34,0.25
Kevin Chappell,Dell Technologies Championship,2017-09-04,2017,4,-0.94,0.25
Kevin Kisner,Dell Technologies Championship,2017-09-04,2017,4,0.71,-0.5
Kevin Na,Dell Technologies Championship,2017-09-04,2017,4,0.49,2.5
Kyle Stanley,Dell Technologies Championship,2017-09-04,2017,4,0,0.75
Kevin Streelman,Dell Technologies Championship,2017-09-04,2017,4,0.01,0.25
Kevin Tway,Dell Technologies Championship,2017-09-04,2017,4,1.05,0
Lucas Glover,Dell Technologies Championship,2017-09-04,2017,4,-0.16,0.5
Luke List,Dell Technologies Championship,2017-09-04,2017,4,0.14,-0.25
Louis Oosthuizen,Dell Technologies Championship,2017-09-04,2017,4,0.45,0.5
Morgan Hoffmann,Dell Technologies Championship,2017-09-04,2017,4,0.31,0
Mackenzie Hughes,Dell Technologies Championship,2017-09-04,2017,4,0.74,1.75
Michael Kim,Dell Technologies Championship,2017-09-04,2017,2,-1.62,-1.97
Matt Kuchar,Dell Technologies Championship,2017-09-04,2017,4,-0.96,-0.75
Martin Laird,Dell Technologies Championship,2017-09-04,2017,4,-0.12,0
Marc Leishman,Dell Technologies Championship,2017-09-04,2017,4,1.86,3
Nick Taylor,Dell Technologies Championship,2017-09-04,2017,4,0.22,-0.75
Ollie Schniederjans,Dell Technologies Championship,2017-09-04,2017,2,-1.47,-4.97
Patrick Cantlay,Dell Technologies Championship,2017-09-04,2017,4,0.37,1.75
Paul Casey,Dell Technologies Championship,2017-09-04,2017,4,1.06,2.75
Patton Kizzire,Dell Technologies Championship,2017-09-04,2017,2,-2.22,-2.97
Phil Mickelson,Dell Technologies Championship,2017-09-04,2017,4,0.61,2.5
Pat Perez,Dell Technologies Championship,2017-09-04,2017,4,1.7,2.5
Patrick Reed,Dell Technologies Championship,2017-09-04,2017,4,1.26,2.5
Patrick Rodgers,Dell Technologies Championship,2017-09-04,2017,4,-0.95,-1.75
Rafa Cabrera Bello,Dell Technologies Championship,2017-09-04,2017,4,0.45,1.5
Rickie Fowler,Dell Technologies Championship,2017-09-04,2017,4,0.76,1.75
Russell Henley,Dell Technologies Championship,2017-09-04,2017,4,-0.58,0
Russell Knox,Dell Technologies Championship,2017-09-04,2017,4,-0.8,-1
Rory McIlroy,Dell Technologies Championship,2017-09-04,2017,2,-1.23,-1.97
Ryan Moore,Dell Technologies Championship,2017-09-04,2017,1,0.56,-10.09
Rod Pampling,Dell Technologies Championship,2017-09-04,2017,4,-0.72,-2.5
Robert Streb,Dell Technologies Championship,2017-09-04,2017,4,-0.69,-1.75
Scott Brown,Dell Technologies Championship,2017-09-04,2017,4,0.15,-1.25
Stewart Cink,Dell Technologies Championship,2017-09-04,2017,4,-0.34,2
Sergio Garcia,Dell Technologies Championship,2017-09-04,2017,4,-0.42,0.25
Sung Kang,Dell Technologies Championship,2017-09-04,2017,4,-0.66,0.25
Si Woo Kim,Dell Technologies Championship,2017-09-04,2017,4,0.91,0
Sean O'Hair,Dell Technologies Championship,2017-09-04,2017,2,-1.07,-2.97
Tony Finau,Dell Technologies Championship,2017-09-04,2017,4,-0.62,-1.25
Wesley Bryan,Dell Technologies Championship,2017-09-04,2017,4,-0.36,-1.5
Whee Kim,Dell Technologies Championship,2017-09-04,2017,2,0.43,-1.97
William McGirt,Dell Technologies Championship,2017-09-04,2017,4,0.63,0.5
Webb Simpson,Dell Technologies Championship,2017-09-04,2017,4,-0.16,-2
Xander Schauffele,Dell Technologies Championship,2017-09-04,2017,4,-0.12,-0.5
Zach Johnson,Dell Technologies Championship,2017-09-04,2017,4,0.85,-0.75
Adam Hadwin,The Northern Trust,2017-08-27,2017,2,-0.76,-0.5
Anirban Lahiri,The Northern Trust,2017-08-27,2017,2,-3.66,-3.5
Byeong Hun An,The Northern Trust,2017-08-27,2017,2,-2.87,-4
Blayne Barber,The Northern Trust,2017-08-27,2017,2,-1.91,-2
Bud Cauley,The Northern Trust,2017-08-27,2017,2,-0.19,-0.5
Bryson DeChambeau,The Northern Trust,2017-08-27,2017,2,-0.39,-0.5
Brian Gay,The Northern Trust,2017-08-27,2017,2,-0.53,-0.5
Branden Grace,The Northern Trust,2017-08-27,2017,2,0.06,-0.5
Bill Haas,The Northern Trust,2017-08-27,2017,2,-1.03,-1
Brandon Hagy,The Northern Trust,2017-08-27,2017,2,-2.58,-2.5
Brian Harman,The Northern Trust,2017-08-27,2017,2,-0.83,-1.5
Billy Horschel,The Northern Trust,2017-08-27,2017,2,0.38,-1.5
Brooks Koepka,The Northern Trust,2017-08-27,2017,4,-0.17,-0.26
Ben Martin,The Northern Trust,2017-08-27,2017,2,-1.84,-2.5
Brendan Steele,The Northern Trust,2017-08-27,2017,2,-1.78,-1.5
Bubba Watson,The Northern Trust,2017-08-27,2017,4,1.01,1.99
Chad Campbell,The Northern Trust,2017-08-27,2017,4,-0.66,-1.26
Cody Gribble,The Northern Trust,2017-08-27,2017,2,-2.24,-6
Charley Hoffman,The Northern Trust,2017-08-27,2017,4,0.71,1.74
Charles Howell III,The Northern Trust,2017-08-27,2017,4,-0.37,-0.76
Chris Kirk,The Northern Trust,2017-08-27,2017,4,0.58,0.24
C.T. Pan,The Northern Trust,2017-08-27,2017,4,-0.66,-0.26
Chez Reavie,The Northern Trust,2017-08-27,2017,4,1.37,1.99
Charl Schwartzel,The Northern Trust,2017-08-27,2017,4,-0.09,0.99
Cameron Smith,The Northern Trust,2017-08-27,2017,2,-0.96,-1.5
Chris Stroud,The Northern Trust,2017-08-27,2017,2,1.04,-1.5
Camilo Villegas,The Northern Trust,2017-08-27,2017,4,0.35,0.49
Daniel Berger,The Northern Trust,2017-08-27,2017,4,1.13,0.74
Derek Fathauer,The Northern Trust,2017-08-27,2017,2,0.31,-4.5
Dustin Johnson,The Northern Trust,2017-08-27,2017,4,0.67,4.24
Danny Lee,The Northern Trust,2017-08-27,2017,2,0.1,-1.5
David Lingmerth,The Northern Trust,2017-08-27,2017,4,1.28,0.99
D.A. Points,The Northern Trust,2017-08-27,2017,4,0.28,-0.51
Emiliano Grillo,The Northern Trust,2017-08-27,2017,4,-0.49,0.99
Francesco Molinari,The Northern Trust,2017-08-27,2017,2,-1.57,-1
Graham DeLaet,The Northern Trust,2017-08-27,2017,1,-0.19,-3.17
Grayson Murray,The Northern Trust,2017-08-27,2017,4,-0.43,-0.76
Geoff Ogilvy,The Northern Trust,2017-08-27,2017,4,1.67,0.24
Gary Woodland,The Northern Trust,2017-08-27,2017,2,-0.47,-2
Harris English,The Northern Trust,2017-08-27,2017,2,0.09,-1.5
Hideki Matsuyama,The Northern Trust,2017-08-27,2017,2,-0.59,-0.5
Henrik Stenson,The Northern Trust,2017-08-27,2017,4,1,1.74
Hudson Swafford,The Northern Trust,2017-08-27,2017,4,-0.91,-0.01
Harold Varner III,The Northern Trust,2017-08-27,2017,4,1.01,1.49
Ian Poulter,The Northern Trust,2017-08-27,2017,4,0.23,-1.01
Jonas Blixt,The Northern Trust,2017-08-27,2017,2,-2.35,-2.5
Jason Day,The Northern Trust,2017-08-27,2017,4,0.78,2.24
Jason Dufner,The Northern Trust,2017-08-27,2017,4,1.74,1.49
James Hahn,The Northern Trust,2017-08-27,2017,2,-1.25,-3
J.J. Henry,The Northern Trust,2017-08-27,2017,2,0.63,-1
Jim Herman,The Northern Trust,2017-08-27,2017,2,-0.57,-0.5
J.B. Holmes,The Northern Trust,2017-08-27,2017,2,-0.62,-1.5
John Huh,The Northern Trust,2017-08-27,2017,2,0.01,-3.5
Jason Kokrak,The Northern Trust,2017-08-27,2017,4,-0.11,1.24
Jamie Lovemark,The Northern Trust,2017-08-27,2017,2,-2.31,-4
Jon Rahm,The Northern Trust,2017-08-27,2017,4,1.38,3.24
Justin Rose,The Northern Trust,2017-08-27,2017,4,-0.52,1.99
J.J. Spaun,The Northern Trust,2017-08-27,2017,4,-0.25,-0.51
Jordan Spieth,The Northern Trust,2017-08-27,2017,4,1.42,4.24
Justin Thomas,The Northern Trust,2017-08-27,2017,4,0.21,2.24
Jhonattan Vegas,The Northern Trust,2017-08-27,2017,4,1.41,3.24
Jimmy Walker,The Northern Trust,2017-08-27,2017,2,0.02,-1.5
Keegan Bradley,The Northern Trust,2017-08-27,2017,4,-0.21,-0.01
Kevin Chappell,The Northern Trust,2017-08-27,2017,4,1.08,2.24
Kevin Kisner,The Northern Trust,2017-08-27,2017,4,0.13,-0.51
Kelly Kraft,The Northern Trust,2017-08-27,2017,4,0.73,-2.76
Kevin Na,The Northern Trust,2017-08-27,2017,4,0.65,0.99
Kyle Stanley,The Northern Trust,2017-08-27,2017,4,1.34,1.24
